                              GENEMARK PREDICTIONS

Sequence: AD-820-E17_NODE_1_length_88502_cov_101.2_ID_1
Sequence file: seq.fna
Sequence length: 702326
GC Content:  34.52%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Heuristic, GC = 34
Matrix author: Borodovsky Laboratory - Georgia Tech, School of Biology, Atlanta, GA, USA
Matrix order: 2

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start

  283835    284491  complement  fr 1   0.83  0.56  
  283835    284482  complement  fr 1   0.84  0.20  
  283835    284452  complement  fr 1   0.85  0.24  
  283835    284395  complement  fr 1   0.83  0.14  

  284488    285432  complement  fr 3   0.79  0.63  
  284488    285423  complement  fr 3   0.79  0.60  
  284488    285297  complement  fr 3   0.82  0.09  
  284488    285081  complement  fr 3   0.84  0.61  
  284488    285021  complement  fr 3   0.83  0.53  

  285416    286501  complement  fr 1   0.85  0.71  
  285416    286498  complement  fr 1   0.86  0.79  
  285416    286474  complement  fr 1   0.88  0.70  
  285416    286450  complement  fr 1   0.89  0.03  
  285416    286168  complement  fr 1   0.87  0.62  
  285416    286099  complement  fr 1   0.86  0.13  

  286491    287960  complement  fr 2   0.60  0.02  
  286491    287828  complement  fr 2   0.64  0.02  
  286491    287822  complement  fr 2   0.64  0.02  
  286491    287582  complement  fr 2   0.62  0.07  
  286491    287516  complement  fr 2   0.60  0.03  

  287960    289654  complement  fr 1   0.80  0.05  
  287960    289603  complement  fr 1   0.82  0.85  
  287960    289558  complement  fr 1   0.81  0.03  
  287960    289546  complement  fr 1   0.81  0.03  

  290123    292123  direct      fr 2   0.88  0.14  
  290129    292123  direct      fr 2   0.88  0.18  
  290228    292123  direct      fr 2   0.89  0.05  

  292126    292695  complement  fr 3   0.68  0.00  
  292126    292587  complement  fr 3   0.83  0.81  
  292126    292518  complement  fr 3   0.81  0.10  
  292126    292515  complement  fr 3   0.81  0.07  

  292886    293194  direct      fr 2   0.83  0.30  
  292919    293194  direct      fr 2   0.81  0.26  
  292997    293194  direct      fr 2   0.73  0.01  

  293191    293319  complement  fr 3   0.57  0.04  

  293547    294689  complement  fr 2   0.79  0.31  
  293547    294521  complement  fr 2   0.81  0.08  
  293547    294200  complement  fr 2   0.76  0.04  
  293547    294158  complement  fr 2   0.74  0.03  

  294670    296244  complement  fr 3   0.67  0.03  
  294670    296016  complement  fr 3   0.70  0.64  
  294670    295899  complement  fr 3   0.72  0.44  
  294670    295860  complement  fr 3   0.73  0.63  

  296241    296876  complement  fr 2   0.67  0.37  
  296241    296717  complement  fr 2   0.67  0.46  
  296241    296594  complement  fr 2   0.58  0.01  

  297153    297650  complement  fr 2   0.72  0.84  
  297153    297530  complement  fr 2   0.69  0.24  
  297153    297521  complement  fr 2   0.68  0.17  

  297721    298221  direct      fr 1   0.67  0.39  
  297787    298221  direct      fr 1   0.69  0.43  
  297805    298221  direct      fr 1   0.68  0.69  
  297874    298221  direct      fr 1   0.64  0.05  

  298286    299191  direct      fr 2   0.83  0.64  
  298706    299191  direct      fr 2   0.86  0.02  
  298718    299191  direct      fr 2   0.86  0.01  

  299334    301220  complement  fr 2   0.94  0.24  
  299334    301004  complement  fr 2   0.95  0.93  
  299334    300995  complement  fr 2   0.95  0.81  
  299334    300992  complement  fr 2   0.95  0.50  

  301347    301904  complement  fr 2   0.85  0.99  
  301347    301808  complement  fr 2   0.87  0.00  
  301347    301655  complement  fr 2   0.80  0.20  
  301347    301643  complement  fr 2   0.79  0.09  

  302111    304639  direct      fr 2   0.87  0.69  
  302159    304639  direct      fr 2   0.87  0.15  
  302243    304639  direct      fr 2   0.87  0.06  
  302276    304639  direct      fr 2   0.87  0.33  

  304672    305814  complement  fr 3   0.68  0.25  
  304672    305790  complement  fr 3   0.69  0.00  
  304672    305619  complement  fr 3   0.75  0.50  
  304672    305550  complement  fr 3   0.78  0.18  
  304672    305541  complement  fr 3   0.78  0.42  

  306233    308092  complement  fr 1   0.73  0.03  
  306233    308080  complement  fr 1   0.73  0.31  
  306233    308065  complement  fr 1   0.74  0.18  
  306233    307921  complement  fr 1   0.73  0.43  
  306233    307879  complement  fr 1   0.74  0.63  
  306233    307762  complement  fr 1   0.72  0.24  
  306233    307651  complement  fr 1   0.73  0.23  

  308172    308744  complement  fr 2   0.53  0.00  
  308172    308732  complement  fr 2   0.54  0.00  
  308172    308498  complement  fr 2   0.75  0.16  
  308172    308372  complement  fr 2   0.71  0.19  
  308172    308291  complement  fr 2   0.59  0.07  

  308756    310429  complement  fr 1   0.91  0.30  
  308756    310426  complement  fr 1   0.91  0.20  
  308756    310417  complement  fr 1   0.91  0.14  

  310591    311517  complement  fr 3   0.86  0.86  
  310591    311361  complement  fr 3   0.84  0.06  
  310591    311316  complement  fr 3   0.84  0.09  

  311595    312017  complement  fr 2   0.53  0.26  
  311595    312002  complement  fr 2   0.54  0.55  

  312103    313203  direct      fr 1   0.80  0.55  
  312118    313203  direct      fr 1   0.81  0.15  
  312334    313203  direct      fr 1   0.83  0.80  
  312505    313203  direct      fr 1   0.79  0.50  
  312514    313203  direct      fr 1   0.79  0.29  

  313207    313935  complement  fr 3   0.79  0.30  
  313207    313926  complement  fr 3   0.80  0.19  
  313207    313842  complement  fr 3   0.82  0.34  
  313207    313818  complement  fr 3   0.81  0.02  
  313207    313728  complement  fr 3   0.79  0.21  

  314889    315983  complement  fr 2   0.80  0.87  
  314889    315758  complement  fr 2   0.82  0.23  
  314889    315533  complement  fr 2   0.79  0.22  
  314889    315419  complement  fr 2   0.76  0.38  

  316169    317419  complement  fr 1   0.84  0.87  
  316169    317257  complement  fr 1   0.86  0.13  
  316169    317116  complement  fr 1   0.84  0.07  
  316169    316915  complement  fr 1   0.80  0.66  
  316169    316879  complement  fr 1   0.80  0.14  

  317492    319252  complement  fr 1   0.75  0.79  
  317492    319177  complement  fr 1   0.76  0.25  
  317492    318958  complement  fr 1   0.73  0.61  
  317492    318781  complement  fr 1   0.73  0.06  

  319298    320041  complement  fr 1   0.61  0.93  
  319298    319801  complement  fr 1   0.63  0.19  
  319298    319768  complement  fr 1   0.65  0.19  

  320045    321400  complement  fr 1   0.90  0.66  
  320045    321310  complement  fr 1   0.93  0.47  
  320045    321130  complement  fr 1   0.91  0.18  
  320045    320830  complement  fr 1   0.90  0.14  

  321845    322942  direct      fr 2   0.82  0.87  
  322034    322942  direct      fr 2   0.82  0.41  
  322061    322942  direct      fr 2   0.82  0.14  
  322169    322942  direct      fr 2   0.82  0.75  

  323192    323530  direct      fr 2   0.80  0.94  
  323309    323530  direct      fr 2   0.76  0.40  
  323333    323530  direct      fr 2   0.73  0.23  

  323535    324356  direct      fr 3   0.84  0.98  
  323676    324356  direct      fr 3   0.84  0.16  
  323697    324356  direct      fr 3   0.85  0.55  
  323841    324356  direct      fr 3   0.88  0.13  
  323856    324356  direct      fr 3   0.88  0.29  

  324386    326422  complement  fr 1   0.66  0.12  
  324386    326302  complement  fr 1   0.69  0.35  
  324386    326260  complement  fr 1   0.69  0.06  
  324386    326188  complement  fr 1   0.70  0.21  
  324386    326098  complement  fr 1   0.70  0.06  

  326415    327482  complement  fr 2   0.88  0.65  
  326415    327470  complement  fr 2   0.89  0.69  
  326415    327320  complement  fr 2   0.89  0.07  
  326415    327311  complement  fr 2   0.89  0.22  
  326415    327308  complement  fr 2   0.89  0.25  

  327470    327874  complement  fr 1   0.54  0.02  
  327470    327793  complement  fr 1   0.60  0.44  
  327470    327655  complement  fr 1   0.54  0.14  

  327874    328866  complement  fr 3   0.62  0.09  
  327874    328788  complement  fr 3   0.65  0.06  
  327874    328782  complement  fr 3   0.65  0.01  
  327874    328728  complement  fr 3   0.64  0.81  

  328935    331202  complement  fr 2   0.69  0.09  
  328935    331169  complement  fr 2   0.70  0.53  
  328935    331034  complement  fr 2   0.69  0.06  
  328935    330737  complement  fr 2   0.69  0.05  

  331362    331763  complement  fr 2   0.67  0.14  
  331362    331760  complement  fr 2   0.67  0.05  
  331362    331700  complement  fr 2   0.74  0.60  
  331362    331568  complement  fr 2   0.69  0.83  
  331362    331505  complement  fr 2   0.58  0.05  

  331885    334077  complement  fr 3   0.57  0.04  
  331885    333525  complement  fr 3   0.61  0.19  
  331885    333402  complement  fr 3   0.63  0.02  
  331885    333120  complement  fr 3   0.64  0.04  
  331885    333048  complement  fr 3   0.62  0.06  

  332279    332392  direct      fr 2   0.54  0.46  

  334131    334577  complement  fr 2   0.62  0.25  
  334131    334571  complement  fr 2   0.61  0.18  
  334131    334466  complement  fr 2   0.55  0.17  

  334817    335860  complement  fr 1   0.70  0.61  
  334817    335740  complement  fr 1   0.68  0.26  
  334817    335578  complement  fr 1   0.64  0.18  
  334817    335293  complement  fr 1   0.64  0.23  
  334817    335269  complement  fr 1   0.65  0.62  

  335985    336956  direct      fr 3   0.77  0.22  
  336270    336956  direct      fr 3   0.77  0.21  
  336411    336956  direct      fr 3   0.73  0.33  
  336474    336956  direct      fr 3   0.70  0.25  

  336904    338274  direct      fr 1   0.80  0.07  
  337051    338274  direct      fr 1   0.83  0.20  
  337342    338274  direct      fr 1   0.84  0.19  
  337648    338274  direct      fr 1   0.83  0.21  
  338065    338274  direct      fr 1   0.56  0.11  

  338286    339455  direct      fr 3   0.78  0.73  
  338361    339455  direct      fr 3   0.82  0.16  
  338544    339455  direct      fr 3   0.80  0.01  
  338811    339455  direct      fr 3   0.77  0.09  

  339436    340119  direct      fr 1   0.77  0.73  
  339448    340119  direct      fr 1   0.79  0.42  
  339457    340119  direct      fr 1   0.80  0.23  
  339634    340119  direct      fr 1   0.86  0.52  
  339757    340119  direct      fr 1   0.84  0.07  
  339898    340119  direct      fr 1   0.76  0.11  

  340094    340918  direct      fr 2   0.57  0.17  
  340106    340918  direct      fr 2   0.58  0.11  
  340166    340918  direct      fr 2   0.61  0.51  
  340292    340918  direct      fr 2   0.62  0.12  
  340352    340918  direct      fr 2   0.58  0.29  

  340915    342141  direct      fr 1   0.88  0.15  
  341017    342141  direct      fr 1   0.91  0.08  
  341050    342141  direct      fr 1   0.91  0.77  
  341317    342141  direct      fr 1   0.89  0.16  

  342209    343681  direct      fr 2   0.80  0.55  
  342392    343681  direct      fr 2   0.83  0.59  
  342515    343681  direct      fr 2   0.82  0.30  
  342557    343681  direct      fr 2   0.82  0.31  

  343712    344017  complement  fr 1   0.67  0.98  
  343712    343954  complement  fr 1   0.77  0.05  
  343712    343945  complement  fr 1   0.77  0.17  
  343712    343912  complement  fr 1   0.74  0.37  

  344090    344887  complement  fr 1   0.80  0.36  
  344090    344881  complement  fr 1   0.80  0.11  
  344090    344848  complement  fr 1   0.83  0.60  
  344090    344815  complement  fr 1   0.84  0.53  
  344090    344587  complement  fr 1   0.83  0.27  
  344090    344533  complement  fr 1   0.86  0.40  
  344090    344530  complement  fr 1   0.86  0.47  

  345075    346271  direct      fr 3   0.90  0.33  
  345138    346271  direct      fr 3   0.94  0.82  
  345177    346271  direct      fr 3   0.94  0.15  
  345258    346271  direct      fr 3   0.93  0.13  

  346240    347106  direct      fr 1   0.77  0.83  
  346456    347106  direct      fr 1   0.81  0.71  
  346675    347106  direct      fr 1   0.76  0.08  
  346690    347106  direct      fr 1   0.76  0.00  

  347189    347542  direct      fr 2   0.72  0.88  
  347207    347542  direct      fr 2   0.74  0.53  
  347219    347542  direct      fr 2   0.77  0.41  
  347264    347542  direct      fr 2   0.81  0.53  
  347345    347542  direct      fr 2   0.74  0.06  
  347423    347542  direct      fr 2   0.63  0.36  

  347560    348273  direct      fr 1   0.79  0.42  
  347770    348273  direct      fr 1   0.73  0.12  
  347890    348273  direct      fr 1   0.65  0.28  

  348282    349871  complement  fr 2   0.81  0.04  
  348282    349838  complement  fr 2   0.81  0.58  
  348282    349802  complement  fr 2   0.81  0.10  

  350304    350624  direct      fr 3   0.72  0.84  
  350328    350624  direct      fr 3   0.72  0.43  
  350370    350624  direct      fr 3   0.67  0.05  

  350773    351549  direct      fr 1   0.89  0.46  
  350860    351549  direct      fr 1   0.90  0.14  
  350971    351549  direct      fr 1   0.88  0.21  
  351454    351549  direct      fr 1   0.55  0.78  

  351641    352870  direct      fr 2   0.73  0.08  
  351776    352870  direct      fr 2   0.79  0.61  
  351785    352870  direct      fr 2   0.79  0.62  
  351836    352870  direct      fr 2   0.78  0.21  

  352863    353681  direct      fr 3   0.59  0.11  
  352902    353681  direct      fr 3   0.62  0.03  
  353037    353681  direct      fr 3   0.73  0.05  
  353082    353681  direct      fr 3   0.77  0.84  
  353172    353681  direct      fr 3   0.75  0.11  
  353181    353681  direct      fr 3   0.75  0.19  

  353683    354255  direct      fr 1   0.72  0.63  
  353791    354255  direct      fr 1   0.78  0.07  
  353968    354255  direct      fr 1   0.76  0.11  
  353983    354255  direct      fr 1   0.75  0.02  

  354252    354746  direct      fr 3   0.82  0.80  
  354321    354746  direct      fr 3   0.91  0.23  
  354573    354746  direct      fr 3   0.80  0.09  
  354645    354746  direct      fr 3   0.67  0.05  

  354785    355264  direct      fr 2   0.69  0.59  
  354788    355264  direct      fr 2   0.69  0.48  
  354812    355264  direct      fr 2   0.69  0.76  

  355261    355731  direct      fr 1   0.81  0.13  
  355288    355731  direct      fr 1   0.86  0.37  
  355306    355731  direct      fr 1   0.88  0.85  

  355731    356351  direct      fr 3   0.82  0.82  
  355821    356351  direct      fr 3   0.86  0.05  
  355983    356351  direct      fr 3   0.83  0.61  
  356100    356351  direct      fr 3   0.79  0.21  

  356314    356802  direct      fr 1   0.62  0.25  
  356332    356802  direct      fr 1   0.66  0.62  
  356341    356802  direct      fr 1   0.67  0.75  
  356386    356802  direct      fr 1   0.67  0.24  

  357218    359002  direct      fr 2   0.86  0.37  
  357443    359002  direct      fr 2   0.87  0.26  
  357446    359002  direct      fr 2   0.87  0.19  
  357827    359002  direct      fr 2   0.89  0.24  

  359030    359959  complement  fr 1   0.67  0.95  
  359030    359932  complement  fr 1   0.68  0.92  
  359030    359833  complement  fr 1   0.67  0.45  
  359030    359806  complement  fr 1   0.66  0.21  
  359030    359794  complement  fr 1   0.65  0.48  

  359959    360378  complement  fr 3   0.79  0.37  
  359959    360192  complement  fr 3   0.75  0.11  
  359959    360186  complement  fr 3   0.75  0.10  

  360461    360673  complement  fr 1   0.55  0.23  
  360461    360643  complement  fr 1   0.65  0.11  
  360461    360574  complement  fr 1   0.50  0.24  
  360461    360568  complement  fr 1   0.50  0.09  

  360751    361431  direct      fr 1   0.75  0.85  
  360790    361431  direct      fr 1   0.79  0.13  
  360802    361431  direct      fr 1   0.81  0.10  
  360826    361431  direct      fr 1   0.80  0.38  
  360829    361431  direct      fr 1   0.80  0.44  

  361424    362095  direct      fr 2   0.67  0.26  
  361826    362095  direct      fr 2   0.57  0.45  
  361862    362095  direct      fr 2   0.56  0.02  

  362119    363252  complement  fr 3   0.86  0.05  
  362119    363048  complement  fr 3   0.88  0.83  
  362119    362808  complement  fr 3   0.85  0.28  
  362119    362742  complement  fr 3   0.84  0.22  

  363275    364279  complement  fr 1   0.83  0.84  
  363275    363907  complement  fr 1   0.78  0.36  
  363275    363772  complement  fr 1   0.75  0.22  

  364276    366123  complement  fr 3   0.92  0.23  
  364276    365889  complement  fr 3   0.91  0.05  
  364276    365886  complement  fr 3   0.91  0.01  

  366416    367261  complement  fr 1   0.85  0.93  
  366416    367090  complement  fr 1   0.88  0.50  
  366416    367054  complement  fr 1   0.87  0.07  
  366416    366925  complement  fr 1   0.85  0.12  

  367262    367507  complement  fr 1   0.70  0.42  
  367262    367393  complement  fr 1   0.57  0.82  

  367868    368377  direct      fr 2   0.75  0.13  
  367949    368377  direct      fr 2   0.85  0.31  
  368120    368377  direct      fr 2   0.79  0.24  

  368372    368656  complement  fr 1   0.62  0.75  
  368372    368596  complement  fr 1   0.59  0.06  

  368653    369951  complement  fr 3   0.91  0.12  
  368653    369918  complement  fr 3   0.91  0.03  
  368653    369711  complement  fr 3   0.91  0.06  

  370231    370776  complement  fr 3   0.77  0.78  
  370231    370722  complement  fr 3   0.82  0.12  
  370231    370653  complement  fr 3   0.81  0.13  
  370231    370572  complement  fr 3   0.80  0.34  
  370231    370563  complement  fr 3   0.80  0.11  

  370956    371165  complement  fr 2   0.54  0.58  
  370956    371066  complement  fr 2   0.60  0.24  

  371803    372153  direct      fr 1   0.66  0.17  
  371827    372153  direct      fr 1   0.71  0.40  
  371902    372153  direct      fr 1   0.78  0.21  
  372013    372153  direct      fr 1   0.64  0.21  

  372176    372499  complement  fr 1   0.81  0.92  
  372176    372475  complement  fr 1   0.80  0.01  
  372176    372460  complement  fr 1   0.79  0.01  

  372643    372882  direct      fr 1   0.61  0.40  

  372939    373082  direct      fr 3   0.55  0.68  
  372957    373082  direct      fr 3   0.56  0.44  

  373558    374184  direct      fr 1   0.64  0.83  
  373840    374184  direct      fr 1   0.57  0.34  
  373882    374184  direct      fr 1   0.53  0.10  

  374244    374804  complement  fr 2   0.86  0.93  
  374244    374786  complement  fr 2   0.87  0.99  
  374244    374585  complement  fr 2   0.87  0.08  
  374244    374474  complement  fr 2   0.81  0.26  
  374244    374375  complement  fr 2   0.65  0.13  

  374814    375671  complement  fr 2   0.81  0.68  
  374814    375632  complement  fr 2   0.81  0.38  
  374814    375560  complement  fr 2   0.80  0.01  
  374814    375425  complement  fr 2   0.80  0.33  

  375673    376827  complement  fr 3   0.87  0.52  
  375673    376749  complement  fr 3   0.90  0.03  
  375673    376704  complement  fr 3   0.90  0.28  
  375673    376662  complement  fr 3   0.90  0.21  

  376827    377177  complement  fr 2   0.59  0.92  
  376827    377162  complement  fr 2   0.61  0.69  
  376827    377096  complement  fr 2   0.70  0.14  
  376827    377075  complement  fr 2   0.71  0.68  
  376827    377066  complement  fr 2   0.71  0.58  
  376827    377033  complement  fr 2   0.68  0.05  

  377217    377507  complement  fr 2   0.62  0.44  

  377511    378101  complement  fr 2   0.64  0.12  
  377511    377807  complement  fr 2   0.81  0.35  
  377511    377771  complement  fr 2   0.78  0.16  
  377511    377654  complement  fr 2   0.63  0.01  

  377836    381030  direct      fr 1   0.78  0.21  
  377950    381030  direct      fr 1   0.80  0.43  
  377968    381030  direct      fr 1   0.81  0.47  
  378058    381030  direct      fr 1   0.81  0.60  
  378091    381030  direct      fr 1   0.81  0.29  
  378133    381030  direct      fr 1   0.81  0.24  

  381133    382440  direct      fr 1   0.91  0.69  
  381205    382440  direct      fr 1   0.91  0.01  
  381223    382440  direct      fr 1   0.91  0.01  

  382500    382727  direct      fr 3   0.65  0.66  
  382599    382727  direct      fr 3   0.64  0.42  
  382620    382727  direct      fr 3   0.60  0.22  

  382724    384862  direct      fr 2   0.79  0.48  
  382733    384862  direct      fr 2   0.79  0.30  
  382811    384862  direct      fr 2   0.79  0.01  
  383072    384862  direct      fr 2   0.80  0.52  
  383078    384862  direct      fr 2   0.80  0.79  
  383090    384862  direct      fr 2   0.80  0.50  

  384924    386498  direct      fr 3   0.82  0.52  
  384930    386498  direct      fr 3   0.82  0.60  
  384969    386498  direct      fr 3   0.84  0.16  
  385038    386498  direct      fr 3   0.84  0.22  
  385152    386498  direct      fr 3   0.84  0.87  
  385179    386498  direct      fr 3   0.83  0.06  

  386567    387229  direct      fr 2   0.77  0.97  
  386582    387229  direct      fr 2   0.80  0.94  
  386738    387229  direct      fr 2   0.79  0.55  
  386753    387229  direct      fr 2   0.78  0.17  
  386816    387229  direct      fr 2   0.77  0.79  

  387242    388513  direct      fr 2   0.76  0.50  
  387299    388513  direct      fr 2   0.79  0.34  
  387425    388513  direct      fr 2   0.79  0.56  
  387608    388513  direct      fr 2   0.75  0.06  

  388523    389971  direct      fr 2   0.75  0.31  
  388538    389971  direct      fr 2   0.77  0.09  
  388712    389971  direct      fr 2   0.84  0.74  
  388781    389971  direct      fr 2   0.83  0.06  
  388961    389971  direct      fr 2   0.82  0.45  

  390019    390393  complement  fr 3   0.80  0.43  
  390019    390354  complement  fr 3   0.82  0.64  
  390019    390324  complement  fr 3   0.80  0.12  

  390344    390889  complement  fr 1   0.70  0.74  
  390344    390781  complement  fr 1   0.71  0.00  
  390344    390526  complement  fr 1   0.56  0.03  
  390344    390511  complement  fr 1   0.54  0.04  

  390940    391959  direct      fr 1   0.86  0.88  
  390943    391959  direct      fr 1   0.86  0.87  
  390958    391959  direct      fr 1   0.87  0.50  
  391060    391959  direct      fr 1   0.89  0.15  
  391069    391959  direct      fr 1   0.88  0.11  
  391075    391959  direct      fr 1   0.88  0.02  

  391968    393170  direct      fr 3   0.85  0.79  
  392043    393170  direct      fr 3   0.87  0.18  
  392091    393170  direct      fr 3   0.88  0.05  
  392268    393170  direct      fr 3   0.91  0.02  
  392379    393170  direct      fr 3   0.90  0.08  

  393174    393881  direct      fr 3   0.83  0.69  
  393327    393881  direct      fr 3   0.87  0.90  
  393573    393881  direct      fr 3   0.83  0.46  
  393576    393881  direct      fr 3   0.83  0.35  

  393929    394384  complement  fr 1   0.67  0.14  
  393929    394360  complement  fr 1   0.70  0.01  
  393929    394345  complement  fr 1   0.72  0.01  
  393929    394240  complement  fr 1   0.81  0.83  
  393929    394228  complement  fr 1   0.81  0.44  
  393929    394159  complement  fr 1   0.75  0.15  

  394487    395758  direct      fr 2   0.89  0.43  
  394502    395758  direct      fr 2   0.91  0.12  
  394661    395758  direct      fr 2   0.91  0.88  
  394868    395758  direct      fr 2   0.92  0.04  

  396049    396882  direct      fr 1   0.53  0.73  

  397002    398138  complement  fr 2   0.85  0.98  
  397002    397631  complement  fr 2   0.84  0.25  
  397002    397574  complement  fr 2   0.82  0.07  
  397002    397565  complement  fr 2   0.82  0.40  

  398313    398561  direct      fr 3   0.61  0.95  
  398316    398561  direct      fr 3   0.61  0.97  
  398379    398561  direct      fr 3   0.75  0.02  

  398571    399872  direct      fr 3   0.77  0.40  
  398610    399872  direct      fr 3   0.79  0.59  
  398634    399872  direct      fr 3   0.80  0.49  
  398721    399872  direct      fr 3   0.78  0.31  
  398904    399872  direct      fr 3   0.76  0.48  

  399904    400488  direct      fr 1   0.57  0.08  
  400027    400488  direct      fr 1   0.60  0.01  
  400282    400488  direct      fr 1   0.72  0.03  

  400478    400933  direct      fr 2   0.69  0.07  
  400529    400933  direct      fr 2   0.77  0.11  
  400661    400933  direct      fr 2   0.83  0.37  
  400676    400933  direct      fr 2   0.83  0.17  
  400697    400933  direct      fr 2   0.83  0.57  

  400878    401750  direct      fr 3   0.68  0.09  
  400893    401750  direct      fr 3   0.69  0.64  
  400896    401750  direct      fr 3   0.69  0.57  
  401076    401750  direct      fr 3   0.70  0.01  
  401181    401750  direct      fr 3   0.76  0.84  
  401298    401750  direct      fr 3   0.71  0.01  

  401766    402797  direct      fr 3   0.80  0.56  
  401922    402797  direct      fr 3   0.83  0.17  
  402219    402797  direct      fr 3   0.90  0.15  
  402315    402797  direct      fr 3   0.89  0.12  

  402794    403357  direct      fr 2   0.52  0.04  
  402845    403357  direct      fr 2   0.56  0.00  
  402884    403357  direct      fr 2   0.60  0.21  
  402968    403357  direct      fr 2   0.60  0.33  
  402992    403357  direct      fr 2   0.57  0.15  

  403332    403916  direct      fr 3   0.71  0.30  
  403347    403916  direct      fr 3   0.74  0.33  
  403389    403916  direct      fr 3   0.77  0.09  
  403527    403916  direct      fr 3   0.75  0.24  

  403897    404223  complement  fr 3   0.73  0.05  
  403897    404136  complement  fr 3   0.67  0.20  
  403897    404088  complement  fr 3   0.64  0.46  

  404354    405451  direct      fr 2   0.66  0.00  
  404456    405451  direct      fr 2   0.71  0.46  
  404696    405451  direct      fr 2   0.66  0.10  
  404711    405451  direct      fr 2   0.67  0.02  

  405537    406061  direct      fr 3   0.83  0.06  
  405552    406061  direct      fr 3   0.84  0.19  
  405555    406061  direct      fr 3   0.86  0.28  
  405672    406061  direct      fr 3   0.83  0.03  
  405933    406061  direct      fr 3   0.53  0.38  

  406081    406551  direct      fr 1   0.76  0.87  
  406144    406551  direct      fr 1   0.84  0.27  
  406147    406551  direct      fr 1   0.84  0.12  
  406327    406551  direct      fr 1   0.74  0.37  

  406603    406938  direct      fr 1   0.77  0.88  
  406669    406938  direct      fr 1   0.80  0.05  
  406678    406938  direct      fr 1   0.80  0.10  
  406684    406938  direct      fr 1   0.79  0.06  

  406942    407706  direct      fr 1   0.80  0.14  
  407017    407706  direct      fr 1   0.86  0.75  
  407038    407706  direct      fr 1   0.86  0.12  
  407050    407706  direct      fr 1   0.86  0.04  

  407716    409476  direct      fr 1   0.87  0.68  
  407740    409476  direct      fr 1   0.88  0.58  
  407785    409476  direct      fr 1   0.90  0.29  
  407869    409476  direct      fr 1   0.91  0.12  
  407944    409476  direct      fr 1   0.93  0.27  
  408034    409476  direct      fr 1   0.94  0.84  

  409587    411074  direct      fr 3   0.92  0.87  
  409602    411074  direct      fr 3   0.92  0.38  
  409629    411074  direct      fr 3   0.94  0.11  
  409689    411074  direct      fr 3   0.95  0.04  
  409692    411074  direct      fr 3   0.95  0.02  
  409698    411074  direct      fr 3   0.94  0.01  

  411078    411989  direct      fr 3   0.72  0.20  
  411087    411989  direct      fr 3   0.72  0.21  
  411120    411989  direct      fr 3   0.74  0.32  
  411126    411989  direct      fr 3   0.75  0.20  
  411162    411989  direct      fr 3   0.76  0.19  
  411204    411989  direct      fr 3   0.77  0.04  
  411228    411989  direct      fr 3   0.79  0.06  
  411252    411989  direct      fr 3   0.81  0.41  

  411977    412360  direct      fr 2   0.74  0.07  
  411986    412360  direct      fr 2   0.77  0.02  
  412097    412360  direct      fr 2   0.79  0.02  
  412139    412360  direct      fr 2   0.79  0.96  
  412169    412360  direct      fr 2   0.75  0.60  

  412357    412788  direct      fr 1   0.76  0.03  
  412396    412788  direct      fr 1   0.83  0.74  
  412546    412788  direct      fr 1   0.80  0.11  
  412552    412788  direct      fr 1   0.79  0.05  

  412817    413743  direct      fr 2   0.84  0.37  
  412859    413743  direct      fr 2   0.84  0.45  
  412994    413743  direct      fr 2   0.81  0.04  

  413767    414225  direct      fr 1   0.73  0.16  
  413878    414225  direct      fr 1   0.76  0.12  
  413977    414225  direct      fr 1   0.65  0.10  
  414079    414225  direct      fr 1   0.60  0.45  

  414288    414635  direct      fr 3   0.73  0.65  
  414552    414635  direct      fr 3   0.50  0.13  

  414705    418268  direct      fr 3   0.84  0.66  
  414813    418268  direct      fr 3   0.84  0.35  
  414822    418268  direct      fr 3   0.84  0.30  
  414837    418268  direct      fr 3   0.84  0.08  

  418268    419740  direct      fr 2   0.71  0.23  
  418304    419740  direct      fr 2   0.72  0.37  
  418310    419740  direct      fr 2   0.72  0.45  
  418313    419740  direct      fr 2   0.72  0.40  

  419852    421171  direct      fr 2   0.66  0.94  
  419864    421171  direct      fr 2   0.66  0.97  
  419942    421171  direct      fr 2   0.67  0.12  
  419951    421171  direct      fr 2   0.67  0.14  
  420164    421171  direct      fr 2   0.64  0.18  

  421351    423309  direct      fr 1   0.83  0.04  
  421495    423309  direct      fr 1   0.85  0.01  
  421981    423309  direct      fr 1   0.87  0.06  
  422074    423309  direct      fr 1   0.88  0.12  
  422251    423309  direct      fr 1   0.87  0.09  

  423507    424292  complement  fr 2   0.81  0.78  
  423507    424262  complement  fr 2   0.83  0.51  
  423507    424052  complement  fr 2   0.82  0.08  
  423507    424037  complement  fr 2   0.82  0.07  
  423507    423905  complement  fr 2   0.78  0.26  

  424426    425010  direct      fr 1   0.72  0.08  
  424552    425010  direct      fr 1   0.78  0.94  
  424561    425010  direct      fr 1   0.78  0.96  
